,Unnamed: 0,Temp at Recording,Dew Point / Frost Point,Wet Bulb Temp,Surface Temperature,Temperature Range,Temp Max,Temp Min,Specific Humidity,Relative Humidity,Precipitation,Date,Matched_Street,Pavement_rating,Miles,Shape__Length,SentimentScore,SeverityLevel,Potholes_Count,Rating,Minutes_to_closed
1080,1080,18.06,14.76,16.4,17.98,10.73,24.47,13.73,10.74,83.06,0.41,2023-04-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1081,1081,18.05,14.46,16.26,18.11,13.23,24.71,11.48,10.56,81.75,0.65,2023-04-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1082,1082,10.12,6.16,8.15,10.89,11.38,15.37,3.99,6.16,78.44,9.94,2023-04-17,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,1.0,2.0,19824.0
1083,1083,4.36,1.04,2.69,5.51,7.47,8.26,0.8,4.21,80.19,1.46,2023-04-18,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,0.0,medium,1.0,2.0,11327.0
1084,1084,3.45,-0.5,1.48,3.97,7.06,7.68,0.62,3.72,76.69,0.68,2023-04-19,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,1.0,2.0,0.0
1085,1085,8.96,3.56,6.26,9.51,15.5,16.54,1.04,5.07,72.38,0.27,2023-04-20,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,26930.0
1086,1086,8.96,3.56,6.26,9.51,15.5,16.54,1.04,5.07,72.38,0.27,2023-04-20,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,68557.0
1087,1087,8.96,3.56,6.26,9.51,15.5,16.54,1.04,5.07,72.38,0.27,2023-04-20,ROBERTS,7.4,0.7437524307082,1640.6535600894858,0.0,medium,1.0,2.0,8211.0
1088,1088,17.46,13.41,15.44,17.41,18.12,26.93,8.81,9.95,80.12,1.0,2023-04-21,MIDLAND,7.71875,2.7923856480996,6159.416084367095,0.0,medium,1.0,2.0,6918.0
1089,1089,13.54,10.81,12.18,13.76,11.68,18.16,6.48,8.36,84.62,16.87,2023-04-22,COLVIN,7.115032679738562,3.185104443615,7004.4032537683925,0.0,medium,1.0,2.0,12603.0
1090,1090,13.54,10.81,12.18,13.76,11.68,18.16,6.48,8.36,84.62,16.87,2023-04-22,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,59819.0
1091,1091,7.42,4.61,6.01,8.18,8.19,11.26,3.07,5.37,83.56,2.5,2023-04-23,JEFFERSON,8.666666666666668,0.6077758957885,1337.355017080099,0.0,medium,1.0,2.0,52948.0
1092,1092,7.42,4.61,6.01,8.18,8.19,11.26,3.07,5.37,83.56,2.5,2023-04-23,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,2.0,2.0,16224.5
1093,1093,7.42,4.61,6.01,8.18,8.19,11.26,3.07,5.37,83.56,2.5,2023-04-23,ROBERTS,7.4,0.7437524307082,1640.6535600894858,0.0,medium,1.0,2.0,14070.0
1094,1094,7.42,4.61,6.01,8.18,8.19,11.26,3.07,5.37,83.56,2.5,2023-04-23,SUMMIT,6.866666666666667,0.5854767347595999,1291.877510607681,0.0,medium,1.0,2.0,3970.0
1095,1095,7.42,4.61,6.01,8.18,8.19,11.26,3.07,5.37,83.56,2.5,2023-04-23,WATER,4.958333333333333,1.5864714078034,3489.543060819195,0.0,medium,1.0,2.0,24304.0
1096,1096,5.13,2.35,3.74,6.0,7.64,9.12,1.48,4.58,83.69,1.09,2023-04-24,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,16470.0
1097,1097,6.3,0.05,3.17,6.31,8.68,10.51,1.83,3.85,67.56,0.22,2023-04-25,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,50105.0
1098,1098,6.3,0.05,3.17,6.31,8.68,10.51,1.83,3.85,67.56,0.22,2023-04-25,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,3.0,11569.0
1099,1099,5.88,2.6,4.24,6.15,8.01,10.73,2.73,4.64,80.5,1.38,2023-04-26,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,-0.6908,high,1.0,2.0,63.0
1100,1100,8.84,1.69,5.26,8.46,13.37,16.1,2.73,4.39,65.44,0.0,2023-04-27,CATHERINE,6.857142857142857,0.6948215742957,1532.916871371778,0.0,medium,1.0,2.0,6139.0
1101,1101,8.84,1.69,5.26,8.46,13.37,16.1,2.73,4.39,65.44,0.0,2023-04-27,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.32615,low,2.0,2.0,10661.0
1102,1102,8.84,1.69,5.26,8.46,13.37,16.1,2.73,4.39,65.44,0.0,2023-04-27,SUMMIT,6.866666666666667,0.5854767347595999,1291.877510607681,0.0,medium,1.0,2.0,5092.0
1103,1103,9.96,7.02,8.49,10.37,8.61,14.41,5.8,6.35,83.19,1.26,2023-04-28,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,1.0,2.0,4706.0
1104,1104,9.96,7.02,8.49,10.37,8.61,14.41,5.8,6.35,83.19,1.26,2023-04-28,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,2.0,2.0,5315.5
1105,1105,9.96,7.02,8.49,10.37,8.61,14.41,5.8,6.35,83.19,1.26,2023-04-28,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.25,low,1.0,2.0,11381.0
1106,1106,9.02,6.97,7.99,9.48,6.18,12.31,6.13,6.35,87.5,11.99,2023-04-29,PLEASANT,7.625,0.9165231143975,2019.515159128533,0.0,medium,1.0,2.0,5255.0
1107,1107,10.7,9.65,10.18,10.98,6.47,14.4,7.94,7.75,93.31,32.61,2023-04-30,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1108,1108,7.33,4.88,6.1,7.86,5.09,10.14,5.05,5.62,85.25,11.85,2023-05-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1109,1109,6.59,3.68,5.13,7.14,6.98,10.66,3.69,5.13,83.38,2.47,2023-05-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1110,1110,4.99,3.38,4.19,5.66,4.12,7.51,3.39,5.0,89.88,4.91,2023-05-03,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,2.0,2.0,18328.5
1111,1111,4.99,3.38,4.19,5.66,4.12,7.51,3.39,5.0,89.88,4.91,2023-05-03,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,38136.0
1112,1112,4.99,3.38,4.19,5.66,4.12,7.51,3.39,5.0,89.88,4.91,2023-05-03,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,43873.0
1113,1113,4.99,3.38,4.19,5.66,4.12,7.51,3.39,5.0,89.88,4.91,2023-05-03,OSWEGO,7.928571428571429,0.5478519416431,1208.838088347508,0.0,medium,1.0,2.0,20874.0
1114,1114,4.99,3.38,4.19,5.66,4.12,7.51,3.39,5.0,89.88,4.91,2023-05-03,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,2.0,2.0,29908.0
1115,1115,4.99,3.38,4.19,5.66,4.12,7.51,3.39,5.0,89.88,4.91,2023-05-03,WENDELL,7.2,0.5586024215633,1233.185158694946,0.0,medium,1.0,2.0,20874.0
1116,1116,7.57,5.07,6.32,7.97,8.94,12.4,3.46,5.55,85.19,1.83,2023-05-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1117,1117,9.02,5.42,7.22,9.16,10.77,14.8,4.04,5.62,80.62,0.36,2023-05-05,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,40118.0
1118,1118,11.87,5.41,8.64,10.55,14.6,18.32,3.72,5.62,67.25,0.0,2023-05-06,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,38509.0
1119,1119,12.97,7.8,10.39,12.55,13.42,20.39,6.96,6.84,73.5,3.75,2023-05-07,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.3182,low,1.0,2.0,38263.0
1120,1120,11.65,7.31,9.48,11.82,9.38,16.8,7.4,6.47,77.44,0.21,2023-05-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1121,1121,10.37,3.9,7.14,10.12,9.55,15.45,5.9,5.13,67.31,0.0,2023-05-09,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.3802,low,1.0,2.0,13192.0
1122,1122,11.55,5.3,8.43,11.44,15.16,18.8,3.65,5.62,68.38,0.0,2023-05-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1123,1123,15.27,9.33,12.3,15.08,16.56,22.71,6.15,7.51,70.94,0.0,2023-05-11,BURNET,6.6,3.2568149940202,7165.779311042164,0.0,medium,1.0,2.0,26899.0
1124,1124,17.41,11.83,14.62,17.35,13.19,24.15,10.97,8.79,72.06,0.01,2023-05-12,DANFORTH,7.9,0.7603346020476,1677.5368163266442,0.0,medium,1.0,2.0,10040.0
1125,1125,17.41,11.83,14.62,17.35,13.19,24.15,10.97,8.79,72.06,0.01,2023-05-12,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,3.0,8169.0
1126,1126,15.45,9.89,12.67,15.76,12.42,20.96,8.53,7.69,72.69,0.0,2023-05-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1127,1127,9.54,4.13,6.83,10.1,7.98,13.8,5.81,5.13,71.62,0.0,2023-05-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1128,1128,12.23,4.21,8.22,12.2,16.09,19.29,3.2,5.25,61.25,0.0,2023-05-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1129,1129,13.82,6.79,10.3,14.22,13.3,20.8,7.49,6.35,65.19,0.01,2023-05-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1130,1130,5.63,-2.38,1.63,5.93,6.38,8.63,2.26,3.3,58.75,0.0,2023-05-17,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,0.0,medium,1.0,2.0,8109.0
1131,1131,10.17,-0.76,4.71,9.79,16.48,17.62,1.13,3.85,50.88,0.0,2023-05-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1132,1132,15.22,10.38,12.8,15.53,12.79,21.04,8.24,8.06,73.94,0.29,2023-05-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1133,1133,14.99,12.02,13.51,15.28,9.74,19.51,9.77,8.91,83.06,7.01,2023-05-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1134,1134,14.21,9.19,11.69,14.4,11.25,20.23,8.98,7.39,74.5,0.06,2023-05-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1135,1135,14.35,9.76,12.06,14.48,12.89,21.24,8.35,7.63,76.75,0.01,2023-05-22,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,2.0,2.0,14314.5
1136,1136,17.47,12.34,14.9,17.51,15.69,24.73,9.05,9.09,74.75,0.01,2023-05-23,OSWEGO,7.928571428571429,0.5478519416431,1208.838088347508,0.0,medium,1.0,2.0,21264.0
1137,1137,13.9,9.96,11.93,14.43,14.02,19.38,5.36,7.87,78.06,2.07,2023-05-24,MIDLAND,7.71875,2.7923856480996,6159.416084367095,0.0,medium,1.0,2.0,2786.0
1138,1138,9.24,3.19,6.22,9.91,12.48,15.37,2.89,4.82,69.5,0.0,2023-05-25,BELLEVUE,8.666666666666666,2.0971071906038,4612.341219709694,0.0,medium,1.0,2.0,1721.0
1139,1139,13.08,3.49,8.29,11.81,13.74,19.25,5.51,4.94,54.38,0.02,2023-05-26,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1140,1140,17.69,5.72,11.71,15.71,14.77,25.07,10.3,5.86,46.88,0.0,2023-05-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1141,1141,19.24,6.98,13.11,17.24,12.05,25.33,13.29,6.41,46.0,0.0,2023-05-28,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1142,1142,20.71,11.72,16.22,19.78,16.26,28.8,12.55,9.09,58.5,0.0,2023-05-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1143,1143,21.36,13.07,17.21,21.39,16.15,30.04,13.89,9.58,62.06,0.0,2023-05-30,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,3.0,49103.0
1144,1144,21.36,13.07,17.21,21.39,16.15,30.04,13.89,9.58,62.06,0.0,2023-05-30,PARK,6.746637426900585,6.6940979729847,14743.729772111685,-0.2263,medium,1.0,2.0,11226.0
1145,1145,21.71,13.45,17.58,21.91,18.24,32.22,13.98,9.77,63.62,0.0,2023-05-31,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1146,1146,23.2,13.75,18.48,22.87,17.97,32.23,14.26,9.95,59.94,0.0,2023-06-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1147,1147,22.12,15.69,18.9,22.33,14.66,29.55,14.88,11.41,70.0,0.58,2023-06-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1148,1148,19.37,13.22,16.29,19.96,12.73,24.23,11.5,9.77,70.69,0.16,2023-06-03,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1149,1149,14.15,6.28,10.22,15.08,11.77,19.64,7.87,6.16,65.0,0.01,2023-06-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1150,1150,15.88,8.58,12.23,15.9,11.44,21.33,9.9,7.08,65.06,0.42,2023-06-05,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1151,1151,15.18,10.18,12.68,15.66,9.43,19.8,10.37,7.93,73.81,0.4,2023-06-06,MEADOWBROOK,7.0625,3.710712729076001,8172.940736028595,0.0,medium,1.0,2.0,2655.0
1152,1152,13.44,7.29,10.36,14.08,8.49,18.08,9.59,6.59,70.12,0.16,2023-06-07,CORTLAND,6.583333333333333,0.9306782650988,2050.6615404297813,-0.34,medium,1.0,2.0,71871.0
1153,1153,13.44,7.29,10.36,14.08,8.49,18.08,9.59,6.59,70.12,0.16,2023-06-07,MIDLAND,7.71875,2.7923856480996,6159.416084367095,0.0,medium,1.0,2.0,70735.0
1154,1154,13.08,8.87,10.98,13.74,8.43,17.62,9.19,7.26,77.69,1.86,2023-06-08,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1155,1155,12.87,10.16,11.51,12.98,7.58,16.56,8.98,7.87,84.5,4.94,2023-06-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1156,1156,16.3,10.83,13.57,15.69,12.9,21.94,9.05,8.3,72.75,0.93,2023-06-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1157,1157,19.7,12.89,16.3,19.69,14.7,27.12,12.41,9.52,68.12,0.48,2023-06-11,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,3.0,65444.0
1158,1158,19.59,17.05,18.32,19.76,9.82,23.83,14.01,12.45,86.06,31.53,2023-06-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1159,1159,17.55,10.54,14.05,17.61,10.38,22.87,12.5,8.18,66.94,0.24,2023-06-13,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,0.0,medium,1.0,2.0,2338.0
1160,1160,14.19,12.72,13.45,14.85,5.12,17.44,12.33,9.46,91.06,18.37,2023-06-14,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,18202.0
1161,1161,17.3,12.43,14.87,17.62,10.44,23.12,12.69,9.22,76.06,1.08,2023-06-15,SENECA,7.69047619047619,3.0765925201054003,6771.336350333603,0.0,medium,1.0,2.0,9900.0
1162,1162,16.01,14.26,15.14,16.17,7.34,19.98,12.63,10.38,89.81,13.16,2023-06-16,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,8576.0
1163,1163,16.18,11.84,14.01,16.61,9.43,20.89,11.46,8.85,78.56,3.16,2023-06-17,KIRK,5.9,2.2884774642304,5042.473740068186,0.0,medium,1.0,2.0,6779.0
1164,1164,17.01,12.94,14.98,17.15,10.07,21.74,11.67,9.46,78.94,0.06,2023-06-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1165,1165,19.52,14.33,16.93,19.74,13.68,25.86,12.17,10.31,74.31,0.01,2023-06-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1166,1166,21.36,16.33,18.84,21.58,12.27,27.04,14.76,11.72,75.62,0.05,2023-06-20,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1167,1167,21.0,15.57,18.29,21.32,10.96,26.28,15.32,11.11,74.0,0.01,2023-06-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1168,1168,19.3,14.14,16.72,19.76,10.63,24.04,13.4,10.25,74.44,0.03,2023-06-22,MEADOWBROOK,7.0625,3.710712729076001,8172.940736028595,0.802,low,1.0,2.0,1702.0
1169,1169,21.98,18.27,20.12,22.16,10.28,27.46,17.19,13.43,81.19,2.44,2023-06-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1170,1170,21.16,19.29,20.23,21.25,5.92,23.97,18.05,14.28,89.69,11.53,2023-06-24,PARK,6.746637426900585,6.6940979729847,14743.729772111685,-0.9132,high,1.0,2.0,5618.0
1171,1171,23.56,18.69,21.13,23.64,11.44,28.5,17.05,13.79,77.12,3.45,2023-06-25,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1172,1172,22.38,19.77,21.08,22.72,8.11,27.25,19.14,14.77,86.38,13.64,2023-06-26,DANFORTH,7.9,0.7603346020476,1677.5368163266442,0.0,medium,1.0,2.0,5789.0
1173,1173,21.74,19.33,20.53,22.12,7.23,26.06,18.83,14.4,87.44,11.24,2023-06-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1174,1174,18.38,16.01,17.2,19.01,6.21,21.53,15.32,11.6,86.94,4.9,2023-06-28,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,3.0,7603.0
1175,1175,19.18,14.56,16.87,19.62,12.05,25.52,13.48,10.5,77.44,0.18,2023-06-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1176,1176,20.86,15.8,18.33,21.18,10.4,25.77,15.37,11.41,74.94,0.01,2023-06-30,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,7061.0
1177,1177,22.84,19.83,21.34,23.02,8.66,27.54,18.87,14.77,84.06,3.06,2023-07-01,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1178,1178,22.58,20.62,21.6,22.62,9.94,29.34,19.41,15.56,89.62,56.37,2023-07-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1179,1179,23.83,19.57,21.7,23.76,11.92,30.44,18.51,14.47,79.25,7.46,2023-07-03,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,5732.0
1180,1180,23.07,19.02,21.05,22.79,9.91,27.67,17.76,13.98,78.94,0.1,2023-07-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1181,1181,25.23,19.84,22.53,24.49,11.86,30.38,18.53,14.65,73.38,0.15,2023-07-05,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.0,medium,1.0,2.0,2863.0
1182,1182,26.0,21.05,23.52,25.6,10.23,30.46,20.23,15.93,75.38,1.69,2023-07-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1183,1183,22.87,20.29,21.58,23.1,6.91,25.62,18.7,15.2,85.69,3.33,2023-07-07,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1184,1184,22.0,17.09,19.55,22.48,11.88,27.94,16.05,12.39,75.88,0.07,2023-07-08,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,5379.0
1185,1185,21.22,19.81,20.51,21.54,5.52,24.25,18.73,14.83,91.94,10.1,2023-07-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1186,1186,20.19,17.75,18.97,20.62,5.58,23.4,17.82,12.94,86.81,5.23,2023-07-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1187,1187,22.69,18.42,20.55,23.01,11.38,28.0,16.62,13.55,78.12,0.87,2023-07-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1188,1188,21.68,18.37,20.02,22.17,6.23,25.38,19.16,13.43,82.75,6.12,2023-07-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1189,1189,22.33,19.63,20.98,22.62,9.93,28.05,18.12,14.65,85.5,15.11,2023-07-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1190,1190,21.88,17.29,19.58,22.26,10.04,26.59,16.56,12.51,77.19,0.21,2023-07-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1191,1191,23.49,19.0,21.25,23.59,12.12,29.62,17.5,13.98,77.44,4.11,2023-07-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1192,1192,23.23,20.22,21.73,23.43,7.05,26.49,19.44,15.14,84.0,30.54,2023-07-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1193,1193,23.21,19.58,21.39,23.58,8.41,27.23,18.83,14.47,81.44,2.87,2023-07-17,ERIE,5.604166666666667,4.511560758193,9929.644636673043,0.0,medium,1.0,2.0,22294.0
1194,1194,21.88,19.5,20.69,22.27,6.44,24.49,18.05,14.4,86.94,4.42,2023-07-18,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1195,1195,20.18,15.33,17.75,20.4,8.91,24.98,16.07,11.11,76.25,0.11,2023-07-19,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1196,1196,21.45,17.01,19.23,21.55,12.67,26.83,14.16,12.45,77.5,1.28,2023-07-20,OSTRANDER,7.4,0.7259922596171,1595.937395645917,0.0,medium,1.0,3.0,9644.0
1197,1197,20.85,17.71,19.28,21.4,7.57,24.05,16.48,12.94,83.06,8.36,2023-07-21,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1198,1198,20.33,15.77,18.05,20.23,10.42,24.71,14.28,11.41,76.56,0.21,2023-07-22,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1199,1199,22.3,15.69,18.99,21.67,11.98,27.56,15.58,11.29,68.19,0.03,2023-07-23,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1200,1200,21.55,18.12,19.83,21.83,9.44,25.98,16.55,13.18,81.62,3.67,2023-07-24,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,12911.0
1201,1201,21.73,18.51,20.12,21.91,8.6,26.51,17.9,13.43,82.94,1.12,2023-07-25,DANFORTH,7.9,0.7603346020476,1677.5368163266442,0.5023,low,1.0,2.0,2207.0
1202,1202,21.73,18.51,20.12,21.91,8.6,26.51,17.9,13.43,82.94,1.12,2023-07-25,DIVISION,5.777777777777778,0.9256588070826,2039.74034478386,-0.5228,high,1.0,2.0,11035.0
1203,1203,23.4,19.01,21.21,23.7,10.48,28.64,18.15,13.92,77.81,0.22,2023-07-26,IRVING,7.75,0.8715118888465,1923.527680959018,0.0,medium,1.0,2.0,6694.0
1204,1204,23.55,21.26,22.4,23.87,7.78,27.91,20.14,16.11,87.62,12.42,2023-07-27,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1205,1205,25.15,21.41,23.28,25.29,10.21,30.3,20.08,16.24,81.5,0.21,2023-07-28,OSWEGO,7.928571428571429,0.5478519416431,1208.838088347508,0.0,medium,1.0,2.0,6763.0
1206,1206,25.15,21.41,23.28,25.29,10.21,30.3,20.08,16.24,81.5,0.21,2023-07-28,WENDELL,7.2,0.5586024215633,1233.185158694946,0.0,medium,1.0,2.0,6763.0
1207,1207,21.06,19.83,20.45,21.6,11.27,25.9,14.63,15.01,92.94,21.36,2023-07-29,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1208,1208,18.14,13.04,15.58,18.55,8.19,22.25,14.06,9.52,74.25,0.32,2023-07-30,GENESEE,4.108225108225108,6.7027452815437005,14746.962784766663,0.4201,low,1.0,2.0,5499.0
1209,1209,18.24,14.23,16.23,18.72,7.25,22.26,15.01,10.25,78.94,1.95,2023-07-31,BURNET,6.6,3.2568149940202,7165.779311042164,-0.2411,medium,1.0,2.0,779.0
1210,1210,17.68,11.4,14.54,17.55,9.21,22.0,12.8,8.48,69.12,0.29,2023-08-01,HIAWATHA,7.481481481481481,2.3724226000127,5231.71186392749,-0.8833,high,1.0,2.0,3034.0
1211,1211,18.78,11.97,15.37,19.0,14.1,25.76,11.66,8.85,67.25,0.0,2023-08-02,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1212,1212,21.28,17.05,19.16,21.65,10.29,25.91,15.62,12.39,77.81,2.05,2023-08-03,PARK,6.746637426900585,6.6940979729847,14743.729772111685,0.0,medium,1.0,2.0,5523.0
1213,1213,21.49,18.23,19.87,21.59,8.92,26.26,17.33,13.37,82.69,3.94,2023-08-04,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1214,1214,19.81,15.69,17.75,19.61,7.8,23.98,16.17,11.29,78.5,0.44,2023-08-05,SALINA,8.062146892655369,6.3278880309129,13957.919523457647,0.0,medium,1.0,2.0,2933.0
1215,1215,20.35,14.18,17.26,20.28,13.69,26.73,13.05,10.25,70.19,0.71,2023-08-06,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1216,1216,22.82,21.14,21.98,23.11,9.98,27.82,17.84,16.17,90.88,26.33,2023-08-07,FAYETTE,7.179398148148148,6.9238202046845,15237.007707595048,0.0,medium,1.0,2.0,280.0
1217,1217,19.65,18.37,19.01,20.12,3.48,21.27,17.78,13.61,92.62,25.69,2023-08-08,MEADOWBROOK,7.0625,3.710712729076001,8172.940736028595,-0.0688,medium,1.0,2.0,2957.0
1218,1218,21.07,17.65,19.37,21.41,8.21,25.82,17.61,12.88,82.75,1.5,2023-08-09,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1219,1219,19.98,18.12,19.05,20.4,5.31,22.94,17.62,13.31,89.5,9.79,2023-08-10,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1220,1220,19.17,14.66,16.92,19.05,7.85,23.08,15.23,10.68,77.06,0.25,2023-08-11,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1221,1221,20.7,17.95,19.33,21.05,12.57,27.13,14.56,13.31,84.88,4.69,2023-08-12,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1222,1222,21.19,17.65,19.42,21.49,6.3,24.66,18.37,12.88,81.88,2.15,2023-08-13,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1223,1223,20.33,17.08,18.71,20.77,6.8,24.37,17.58,12.33,83.12,4.23,2023-08-14,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1224,1224,21.35,18.77,20.06,21.66,9.04,26.11,17.07,13.85,86.31,17.29,2023-08-15,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1225,1225,21.43,18.51,19.97,21.13,6.97,24.59,17.62,13.55,84.06,4.67,2023-08-16,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
1226,1226,22.48,18.83,20.65,22.66,9.29,26.56,17.28,13.92,81.0,3.12,2023-08-17,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0
