FID,BPID,STREET_NAM,FROM_ROAD,TO_ROAD,BLOCK,WARD,WIDTH__fee,Final_Rati,Rating_Cat,FC_Code,Date_Enter,Miles,Shape__Length
3088,SYR932,Danforth St,Spring,1st North,800,1,30,7,Good,19,2021/07/13 00:00:00+00,0.0945394938447,208.585067729693
3089,SYR933,Danforth St,1st North,2nd North,900,1,30,8,Good,19,2021/07/13 00:00:00+00,0.0931830959752,205.59765729868
3090,SYR934,Danforth St,2nd North,Court Terr.,1000,1,30,8,Good,19,2021/07/13 00:00:00+00,0.0756903753475,167.007275038201
3091,SYR935,Danforth St,Court Terr.,Grant Blvd.,1100,1,30,8,Good,19,2021/07/13 00:00:00+00,0.067186741898,148.251794016741
3092,SYR936,Darlington Rd,Grant,Listman,100,3,30,6,Fair,19,2021/06/25 00:00:00+00,0.160151443893,353.652733555651
3093,SYR937,Darlington Rd,Listman,Berkshire,200,3,0,7,Good,19,2021/06/25 00:00:00+00,0.0756746287996,167.113657456578
3094,SYR938,Darlington Rd,Berkshire,Briggs,300,3,0,7,Good,19,2021/06/25 00:00:00+00,0.0946785653279,209.083116953248
3095,SYR939,Darlington Rd,Briggs,Huntley,400,3,0,7,Good,19,1899/12/30 00:00:00+00,0.0576108261949,127.226711563907
3096,SYR94,Ardmore Pl.,Wadsworth,dead end @ C.L.,100,1,21,6,Fair,19,2021/07/13 00:00:00+00,0.0500605329855,110.371690328831
3097,SYR940,Darlington Rd,Huntley,Orwood,500,3,0,6,Fair,19,2021/06/25 00:00:00+00,0.137283557557,302.872326017289
3098,SYR941,Darlington Rd,Orwood,Hillside,700,3,0,6,Fair,19,2021/06/25 00:00:00+00,0.0551203679274,121.506755632118
3099,SYR942,Darlington Rd,Hillside,Wilmore,800,3,0,6,Fair,19,2021/06/25 00:00:00+00,0.0678311745341,149.52422316388
3100,SYR943,Darlington Rd,Wilmore,Court,900,3,0,6,Fair,19,2021/06/25 00:00:00+00,0.0706649676973,155.777699514267
3101,SYR944,Davis St,Sabine,Barrett,100,10,30,8,Good,19,2021/10/14 00:00:00+00,0.12598611721,277.05980230445
3102,SYR945,Davis St,Barrett,Delaware/Geddes,200,10,30,8,Good,19,2021/07/19 00:00:00+00,0.149334362028,328.406288173652
3103,SYR946,Dawes Ave,S. Salina,Slayton,100,14,26,8,Good,19,2021/07/16 00:00:00+00,0.221665468982,487.236952960522
3104,SYR948,De Long Ave,1st North,dead end,100,1,26,6,Fair,19,2021/07/13 00:00:00+00,0.153872424887,339.493538992911
3105,SYR949,De Palma Ave,Grand Av,dead end,100,11,23,7,Good,19,2021/07/19 00:00:00+00,0.11904998427,262.735901011574
3106,SYR95,Argonne Dr.,Hancock,Reed,100,11,26,8,Good,19,2021/06/10 00:00:00+00,0.0715351594477,157.368826620819
3107,SYR950,Dearborn Pl,W. Castle,Cortland,100,12,25,4,Poor,19,2021/07/22 00:00:00+00,0.107502929244,237.102661206375
3108,SYR953,Deforest Rd.,dead end,Genesee St.,300,17,27,5,Poor,19,2021/07/19 00:00:00+00,0.135262652625,298.549306425294
3109,SYR954,Deforest Rd.,Genesee St.,Hillsboro Pkwy,200,17,28,5,Poor,19,2021/07/19 00:00:00+00,0.171622605535,377.850295852056
3110,SYR955,Delaware St,Onondaga St.,Holland,100,10,35,8,Good,17,2021/10/14 00:00:00+00,0.094542239154,208.035168095754
3111,SYR956,Delaware St,Holland,Kellogg,200,10,35,8,Good,17,2021/07/19 00:00:00+00,0.0636532425626,140.082987998932
3112,SYR957,Delaware St,Kellogg,Grace,300,10,35,8,Good,17,2021/07/19 00:00:00+00,0.066103206086,145.472805115388
3113,SYR958,Delaware St,Grace,Sabine,400,10,35,8,Good,17,2021/07/19 00:00:00+00,0.0644330632756,141.833910654629
3114,SYR959,Delaware St,Sabine,Geddes,500,10,35,7,Good,17,2021/07/19 00:00:00+00,0.207916551355,457.76187845636
3115,SYR96,Argyle Ave.,Wainwright,Pleasantview,100,3,22,6,Fair,19,2021/06/25 00:00:00+00,0.0423679002925,93.2280345736973
3116,SYR960,Delaware St,Geddes,Grand,600,8,35,5,Poor,17,2021/07/19 00:00:00+00,0.0678983466204,149.484475337083
3117,SYR961,Delaware St,Grand,Wilbur,700,8,35,7,Good,17,2021/07/19 00:00:00+00,0.232784923933,513.398663333907
3118,SYR963,Delhi St,Hawley,dead end,200,6,25,6,Fair,19,2021/06/23 00:00:00+00,0.131366260986,290.007618816679
3119,SYR964,Dell St,Beech,Wescott,100,17,24,6,Fair,19,2021/07/16 00:00:00+00,0.0895904452496,197.042321151092
3120,SYR965,Delray Ave,Seeley Rd.,Ball Ave.,100,17,27,10,Excellent,19,2021/10/14 00:00:00+00,0.177994008905,391.506177229879
3121,SYR966,Delray Ave,Ball Ave.,Salisbury Pk.,200,17,27,10,Excellent,19,2021/10/14 00:00:00+00,0.129487662234,284.81616437989
3122,SYR967,Demong Dr,Salt Springs Rd.,Phillips Rd,100,17,31,5,Poor,19,2021/07/19 00:00:00+00,0.0596330431926,131.626330608182
3123,SYR968,Demong Dr.,Phillips Rd,Albert,200,17,31,6,Fair,19,2021/07/19 00:00:00+00,0.157469441699,346.948642563713
3124,SYR969,Demong Dr.,Albert,Carlton,300,17,31,6,Fair,19,2021/07/19 00:00:00+00,0.140547557126,309.285527717436
3125,SYR970,Demong Dr.,Carlton,Doll,400,17,23,6,Fair,19,2021/07/19 00:00:00+00,0.101249102942,222.822708871152
3126,SYR971,Demong Dr.,Doll,Gifford,500,17,23,6,Fair,19,2021/07/19 00:00:00+00,0.0967171478619,212.850431539517
3127,SYR972,Demong Dr.,Gifford,Barrington,600,17,23,6,Fair,19,2021/07/19 00:00:00+00,0.0753457268189,165.727096261405
3128,SYR973,Demong Dr.,Barrington,Manor Dr.,700,17,23,6,Fair,19,2021/07/19 00:00:00+00,0.0798020613118,175.567063084778
3129,SYR975,Devine St,Erie Blvd.,Lynch,100,6,31,8,Good,19,2021/07/19 00:00:00+00,0.0804973677884,177.610894501013
3130,SYR976,Dewey Ave,W. Genesee,Waite,100,2,25,8,Good,19,2021/07/15 00:00:00+00,0.0867523484375,191.438514703527
3131,SYR977,Dewitt Rd,E. Genesee St,E. Genesee St,100,17,23,5,Poor,19,2021/07/19 00:00:00+00,0.494022237756,1088.68778873087
3132,SYR978,Dewitt St.,James,Highland,100,4,30,8,Good,17,2021/06/17 00:00:00+00,0.129481494217,285.554424160564
3133,SYR979,Dewitt St.,Highland,Park St.,200,4,30,6,Fair,17,2021/06/17 00:00:00+00,0.0903932661797,199.352967081618
3134,SYR98,Arlington Ave.,Onondaga Pk.,Colvin,100,12,36,6,Fair,19,2021/07/22 00:00:00+00,0.0695158346554,153.338748876065
3135,SYR980,Dewitt St.,Park St.,Farmer,300,4,27,6,Fair,18,2021/06/17 00:00:00+00,0.0718122699333,158.537716670451
3136,SYR981,Dewitt St.,Farmer,Sidney,400,4,27,7,Good,18,2021/06/17 00:00:00+00,0.088090718355,194.499300543717
3137,SYR982,Dewitt St.,Sidney,Rugby Rd.,500,4,27,6,Fair,18,2021/06/17 00:00:00+00,0.0874682020624,193.128793802085
3138,SYR983,Dewitt St.,Rugby Rd.,Elsner,600,4,27,7,Good,18,2021/06/17 00:00:00+00,0.110342451189,243.640501643477
3139,SYR984,Dewitt St.,Elsner,Scoville,700,4,27,7,Good,18,2021/06/17 00:00:00+00,0.0620436272845,136.9975666216
3140,SYR985,Dewitt St.,Scoville,Mertens,800,4,27,7,Good,18,2021/06/17 00:00:00+00,0.122494988398,270.485114494908
3141,SYR986,Dewitt St.,Mertens,Grant Blvd.,900,4,27,8,Good,18,2021/06/17 00:00:00+00,0.0874662573715,193.141782960308
3142,SYR987,Diana Ave,Thayer,Jean,100,14,28,9,Excellent,19,2021/07/22 00:00:00+00,0.123028099332,271.415324868647
3143,SYR988,Dickerson St,S. Clinton,Granger,100,8,22,7,Good,19,2021/07/23 00:00:00+00,0.158938369431,349.555336018813
3144,SYR989,Didama St,Beattie,Candee,100,17,28,7,Good,19,2021/07/16 00:00:00+00,0.161933011517,356.162423819805
3145,SYR99,Arlington Ave.,Colvin,Charmouth,200,13,36,5,Poor,19,2021/07/22 00:00:00+00,0.0996047161981,219.766841831915
3146,SYR990,Dillaye Ave.,Burnet,Vann,100,6,28,7,Good,19,2021/06/23 00:00:00+00,0.0654131642999,144.407386453862
3147,SYR991,Dillaye Ave.,Vann,Henninger H.S.,200,6,28,6,Fair,19,2021/06/23 00:00:00+00,0.0848391952325,186.970356249792
3148,SYR992,Division St W,Genant,Clinton,100,2,33,5,Poor,19,1899/12/30 00:00:00+00,0.0675574564591,148.760073835774
3149,SYR993,Division St W,Clinton,Solar,200,2,33,9,Excellent,19,1899/12/30 00:00:00+00,0.124702555275,274.566456568807
3150,SYR995,"Division St., E.",State,Salina,200,2,33,5,Poor,19,2021/07/22 00:00:00+00,0.072652162547,159.967289918401
3151,SYR996,"Division St., E.",Salina,Townsend,300,2,33,5,Poor,19,2021/07/22 00:00:00+00,0.0723630977757,159.332226870071
3152,SYR997,"Division St., E.",Townsend,Lodi,400,3,33,5,Poor,19,2021/07/22 00:00:00+00,0.0903403291636,198.927087607691
3153,SYR998,"Division St., E.",Lodi,Park St.,600,3,33,6,Fair,19,2021/07/15 00:00:00+00,0.226196628181,498.965629184472
3154,SYR999,"Division St., E.",Park St.,Carbon,700,3,33,6,Fair,19,2021/07/15 00:00:00+00,0.0880938282494,194.339509491328
3155,SYR8050,Genesee Park Drive,Genesee Street,Northern Terminus,300,0,0,5,Poor,19,2021/07/19 00:00:00+00,0.120352376984,265.369272144299
3156,SYR1382,Genesee Park Dr,Salt Springs Rd.,E. Genesee,300,17,27,5,Poor,19,2021/07/19 00:00:00+00,0.138239804606,304.390901275376
3157,SYR8053,Hiawatha Boulevard West,Van Rensselaer,Onondaga Creek Bridge,500,0,0,8,Good,14,2021/07/15 00:00:00+00,0.109219384586,240.742887845475
3158,SYR8054,James Street,Shotwell,Grant,0,0,0,5,Poor,14,2021/07/16 00:00:00+00,0.0438694445332,96.5237745003631
3159,SYR8061,West Kennedy Street,Crescent,South Ave,400,0,0,8,Good,19,2021/07/22 00:00:00+00,0.103328285187,227.349096907238
3160,SYR1948,Kensington Pl,Broad,Andover,200,19,28,5,Poor,19,2021/07/22 00:00:00+00,0.169574956124,374.193333062438
3161,SYR8062,Lancaster Avenue,Redfield,Clarendon,700,0,0,7,Good,19,2021/07/20 00:00:00+00,0.0588287886089,129.833570807478
3162,SYR8052,Liberty Street,West Genesee,West Belden,400,0,0,5,Poor,19,2021/07/15 00:00:00+00,0.0823883224079,181.876562878201
3163,SYR2239,Mark Ave,W. Beard,W. Colvin,100,19,28,6,Fair,19,2021/07/16 00:00:00+00,0.0530770490039,117.076670988967
3164,SYR2701,Park St.,Regional Market,City Line,0,1,37,8,Good,14,2021/07/13 00:00:00+00,0.18961982046,418.005964358594
3165,SYR8055,Plum Street,Erie,Wilkinson,100,0,0,4,Poor,19,2021/07/15 00:00:00+00,0.0497675418432,109.850663637529
3166,SYR8066,Summit Avenue,Hillview,Charmouth,700,0,0,7,Good,19,2021/07/22 00:00:00+00,0.0463679771039,102.304415585216
3167,SYR3315,Summit Ave,Charmouth,Glenwood,700,13,28,7,Good,19,2021/07/22 00:00:00+00,0.0517023609431,114.07632614431
3168,SYR8064,Summit Avenue,Charmouth,Annetta,600,0,0,6,Fair,19,2021/07/22 00:00:00+00,0.0485395038894,107.09622076258
3169,SYR8065,Summit Avenue,Glenwood,Hillview,700,0,0,6,Fair,19,2021/07/22 00:00:00+00,0.0542648467466,119.726080794427
3170,SYR3314,Summit Ave,Colvin/Onon. Pk.,Charmouth,600,13,28,7,Good,19,2021/07/22 00:00:00+00,0.0552081713837,121.813386094396
3171,SYR335,Bradford Pkwy,E. Genesee,Meadowbrook,100,17,36,6,Fair,19,2021/07/19 00:00:00+00,0.069964526508,154.364574693735
3172,SYR8057,Woodland Avenue,South State,Baker,100,0,0,5,Poor,19,2021/07/23 00:00:00+00,0.0622391328854,136.851359696757
3173,SYR8058,Calvin Road,Glenwood,Hancock,200,0,0,7,Good,19,2021/07/22 00:00:00+00,0.0579836484015,127.51323621023
3174,SYR8059,Whittier Avenue,Avery,Coleridge,500,0,0,5,Poor,19,2021/06/02 00:00:00+00,0.0895551585231,196.963220663951
3175,SYR702,Coleridge Ave,Burnet Pk. Dr.,Whittier,300,8,25,7,Good,19,2021/06/02 00:00:00+00,0.269332794823,593.037957944208
3176,SYR8060,Evans Street,Maltbie,Plum,200,0,0,0,Not Rated,19,2021/07/15 00:00:00+00,0.113794717698,250.371816611563
3177,SYR2839,Robin Croft Rd,Lincoln Pk Dr.,dead end,100,6,21,0,Not Rated,19,2021/08/17 00:00:00+00,0.0500676069443,110.527681904883
3178,SYR3433,Townsend St N,Butternut,Ash,800,3,30,7,Good,19,2021/07/22 00:00:00+00,0.0980296582651,216.230815366443
3179,SYR3434,Townsend St N,Ash,Division,900,3,30,6,Fair,19,2021/07/22 00:00:00+00,0.0962564108533,212.32375741007
3180,SYR3435,Townsend St N,Division,Catawba,1000,3,30,5,Poor,19,2021/07/22 00:00:00+00,0.0977475084671,215.611684079917
3181,SYR3436,Townsend St N,Catawba,Lodi/Pond,1100,3,30,6,Fair,19,2021/07/13 00:00:00+00,0.0870242400696,191.980298789596
3182,SYR3437,Townsend St S,Erie Blvd.,Washington,100,15,60,5,Poor,17,2021/06/23 00:00:00+00,0.0901305116592,198.956263184403
3183,SYR3438,Townsend St S,Washington,Fayette,200,15,60,4,Poor,17,2021/06/23 00:00:00+00,0.0628132398293,138.652851377028
3184,SYR3439,Townsend St S,Fayette,Genesee,300,15,60,8,Good,17,2021/06/23 00:00:00+00,0.0385782621118,85.1561484253264
3185,SYR344,Brampton Rd,S. Salina,Coldbrook,100,14,24,9,Excellent,19,2021/07/19 00:00:00+00,0.192166117936,422.281211835099
3186,SYR3440,Townsend St S,Genesee,Harrison,400,15,34,6,Fair,17,2021/07/22 00:00:00+00,0.262919608503,580.286414809504
3187,SYR3441,Townsend St S,Harrison,Adams,800,15,34,7,Good,17,2021/07/22 00:00:00+00,0.110669184175,244.191498960982
3188,SYR3442,Townsend St S,Adams,Jackson,900,9,34,8,Good,19,2021/07/22 00:00:00+00,0.233582990537,515.537395980275
3189,SYR3445,Tracy St,Plum,Barker,200,2,0,5,Poor,19,2021/07/15 00:00:00+00,0.0793111272775,174.503150528932
3190,SYR3446,Tracy St,Barker,Leavenworth,300,2,0,5,Poor,19,2021/07/15 00:00:00+00,0.0637019997741,140.160879546913
3191,SYR3447,Tracy St,Leavenworth,Van Rennselaer,400,2,0,6,Fair,19,2021/07/15 00:00:00+00,0.162803369608,358.219545248859
3192,SYR3449,Trinity Pl,Greenwood Pl.,Beech,100,17,25,7,Good,19,2021/07/16 00:00:00+00,0.101928986895,224.221105267931
3193,SYR345,Brampton Rd,Coldbrook,Latter Dr.,200,14,24,9,Excellent,19,2021/07/19 00:00:00+00,0.0698460121603,153.485652011459
3194,SYR3452,Tully St,Wyoming,Tioga,300400,8,30,4,Poor,19,2021/07/22 00:00:00+00,0.167723500968,369.010578913371
3195,SYR3453,Tully St,Tioga,Oswego,500,8,30,5,Poor,19,2021/07/22 00:00:00+00,0.0881706654824,193.983236728667
3196,SYR3454,Tully St,Oswego,Seneca,600,8,30,7,Good,19,2021/07/22 00:00:00+00,0.0874560419088,192.410120471896
3197,SYR3455,Tully St,Seneca,Ontario,700,8,30,7,Good,19,2021/07/22 00:00:00+00,0.0881304483221,193.864985023151
3198,SYR3456,Turtle St,Sunset,Lodi,100,2,27,5,Poor,19,2021/07/13 00:00:00+00,0.0572737820237,126.342935964492
3199,SYR3457,Turtle St,Lodi,N. Salina,200,2,27,5,Poor,19,2021/07/13 00:00:00+00,0.0901881339997,198.975680450367
3200,SYR3458,Turtle St,N. Salina,Park,300,1,27,6,Fair,19,2021/07/13 00:00:00+00,0.0907278392437,200.169411976723
3201,SYR3459,Turtle St,Park,Carbon,400,1,27,8,Good,19,2021/07/13 00:00:00+00,0.0903362593977,199.306267739284
3202,SYR346,Brattle Road,Dewitt,Sedgwick,100,4,20,5,Poor,19,2021/06/17 00:00:00+00,0.168349431703,370.84702392726
3203,SYR3460,Turtle St,Carbon,Spring,500,1,27,7,Good,19,2021/07/13 00:00:00+00,0.0897894261279,198.110214666451
3204,SYR3461,Turtle St,Spring,First North,600,1,27,8,Good,19,2021/07/13 00:00:00+00,0.0957780978477,211.32149826151
3205,SYR3462,Turtle St,First North,Second North,700,1,27,8,Good,19,2021/07/13 00:00:00+00,0.0935701778487,206.453023383592
3206,SYR3463,Turtle St,Second North,Grant Blvd,800,1,27,7,Good,19,2021/07/13 00:00:00+00,0.097694623887,215.562960633908
3207,SYR3464,Turtle St,Grant Blvd,Burdick,900,1,27,5,Poor,19,2021/07/13 00:00:00+00,0.136985372676,302.269402058958
3208,SYR3465,Turtle St,Burdick,Willumae,1000,1,27,5,Poor,19,1899/12/30 00:00:00+00,0.0575249402417,126.929395907869
3209,SYR3466,Turtle St,Willumae,Seventh North,1100,1,27,5,Poor,19,2021/07/13 00:00:00+00,0.122500893508,270.300681303758
3210,SYR3467,Twin Hills Dr,S. Geddes,Stinard,100,12,36,7,Good,19,2021/07/22 00:00:00+00,0.0635444886464,139.710388132279
3211,SYR3468,Twin Hills Dr,Stinard,Alanson,200,12,36,6,Fair,19,2021/07/22 00:00:00+00,0.200359763586,441.782691890099
3212,SYR3469,Twin Hills Dr,Alanson,Robineau/Strathmore,300,12,36,7,Good,19,2021/07/22 00:00:00+00,0.0744524433995,163.823102091212
3213,SYR347,Brattle Road,Sedgwick,Rugby,200,4,20,9,Excellent,19,2021/06/17 00:00:00+00,0.302396904559,667.321849776789
3214,SYR3471,Tyson Pl.,Fobes,Lillian,100,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.0337424851728,74.2428074268283
3215,SYR3472,Tyson Pl.,Lillian,Norwood,200,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.0515292482141,113.37960122829
3216,SYR3473,Tyson Pl.,Norwood,Ashdale,300,4,27,7,Good,19,2021/06/25 00:00:00+00,0.0545001244857,119.915291170656
3217,SYR3474,Tyson Pl.,Ashdale,N. Collingwood,400,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.0512302916799,112.721256533787
3218,SYR3475,Tyson Pl.,N. Collingwood,N. Edwards,500,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.0509151689265,112.027772334916
3219,SYR3476,Tyson Pl.,N. Edwards,Midler,600,4,27,6,Fair,19,2021/06/25 00:00:00+00,0.0554028737087,121.903318565714
3220,SYR3477,Tyson Pl.,Midler,Rigi,700,4,24,7,Good,19,2021/06/25 00:00:00+00,0.0634517110606,139.61327762862
3221,SYR3478,Tyson Pl.,Rigi,Colby,800,4,24,6,Fair,19,2021/06/25 00:00:00+00,0.063507538146,139.73629108436
3222,SYR3479,Tyson Pl.,Colby,Lynwood,900,4,24,6,Fair,19,2021/06/25 00:00:00+00,0.0704804388806,155.07944155182
3223,SYR348,Brattle Road,Rugby,Kline,300,4,36,6,Fair,19,2021/06/17 00:00:00+00,0.0693296382958,153.082376654891
3224,SYR3480,Tyson Pl.,Lynwood,Lamson,1000,4,24,5,Poor,19,2021/06/25 00:00:00+00,0.0763682551478,168.033113281856
3225,SYR3481,Ulster St,W. Fayette,Lowell,200,7,36,7,Good,19,2021/06/02 00:00:00+00,0.0972006795185,213.99337259535
3226,SYR3482,Ulster St.,Lowell,Emerson,300,7,36,8,Good,19,2021/06/02 00:00:00+00,0.0785272769708,172.850269649134
3227,SYR3483,Ulster St.,Emerson,Milton,400,7,36,8,Good,19,2021/06/02 00:00:00+00,0.125144606963,275.453338334723
3228,SYR3484,Ulster St.,Milton,Willis,500,7,36,6,Fair,19,2021/06/02 00:00:00+00,0.113330876151,249.450231834233
3229,SYR3485,Ulster St.,Willis,Avery,600,7,36,7,Good,19,2021/06/02 00:00:00+00,0.113600209797,250.038900874831
3230,SYR3486,Ulster St.,Avery,Myrtle,700,7,36,6,Fair,19,2021/06/02 00:00:00+00,0.112930266616,248.563490176442
3231,SYR3488,Union Ave,Townsend,McBride,200,9,30,6,Fair,19,2021/07/22 00:00:00+00,0.0869807941461,191.506822413941
3232,SYR3489,Union Pl,State,Salina,100,2,28,5,Poor,19,2021/07/13 00:00:00+00,0.0739603178445,162.865787796625
3233,SYR349,Brattle Road,Kline,Mertens,400,4,36,6,Fair,19,2021/06/17 00:00:00+00,0.220547462218,486.993694342956
3234,SYR3490,Union Pl.,Lodi,Lilac,300,2,28,5,Poor,19,1899/12/30 00:00:00+00,0.0448827896634,99.0982990629402
3235,SYR3491,Union Pl.,Lilac,Kirkpatrick/Alvord,400,2,28,5,Poor,19,2021/07/15 00:00:00+00,0.0581945471729,128.491606813483
3236,SYR3492,University Ave,Erie Blvd.,Washington,100,15,34,5,Poor,17,2021/07/16 00:00:00+00,0.0907592303228,200.344091609779
3237,SYR3493,University Ave,Washington,Fayette,200,15,34,6,Fair,17,2021/07/16 00:00:00+00,0.0620465710901,136.960631707972
3238,SYR3494,University Ave,Fayette,Genesee,300,15,34,6,Fair,17,2021/07/16 00:00:00+00,0.108719664084,239.981123589941
3239,SYR3495,University Ave,Genesee,Madison,400,15,30,9,Excellent,17,2021/07/19 00:00:00+00,0.106907102137,235.974441112807
3240,SYR3496,University Ave,Madison,Harrison,500,15,30,7,Good,17,2021/07/19 00:00:00+00,0.0801246151078,176.854017146647
3241,SYR3497,University Ave,Harrison,Adams,600,15,30,7,Good,17,2021/07/19 00:00:00+00,0.105602228571,233.084054007372
3242,SYR3498,University Ave,Adams,Marshall,700,16,30,9,Excellent,17,2021/07/19 00:00:00+00,0.0721945488603,159.343645219747
3243,SYR3499,University Ave,Marshall,Waverly,800,16,30,9,Excellent,17,2021/07/19 00:00:00+00,0.075101502301,165.756758854927
3244,SYR35,Ainsley Dr.,E. Brighton,Ball Cir.,100,14,26,6,Fair,17,2021/07/22 00:00:00+00,0.0720241195101,158.35100741247
3245,SYR350,Brattle Road,Mertens,Grant Blvd.,500,4,36,6,Fair,19,2021/06/17 00:00:00+00,0.0879094917179,194.121142459667
3246,SYR3504,University Pl.,Comstock,Ostrom,500,16,30,4,Poor,19,2021/07/19 00:00:00+00,0.0823628851846,181.126785878137
3247,SYR3505,Upland Rd,Bellevue,Vieau,100,11,27,8,Good,19,2021/06/10 00:00:00+00,0.127897035569,282.235230353917
3248,SYR3506,Vale St,W. Newell,Onon. Crk. Bl,100,13,24,6,Fair,19,2021/07/16 00:00:00+00,0.203256017699,448.091142338996
3249,SYR3507,Valley Dr,South Ave,Lafayette,100,13,0,5,Poor,17,1899/12/30 00:00:00+00,0.0341934553593,75.4000916035379
3250,SYR3508,Valley Dr.,Lafayette,W. Newell,200,13,35,5,Poor,17,2021/07/23 00:00:00+00,0.137011398331,302.137873083463
3251,SYR3509,Valley Dr.,W. Newell,Medora,300,13,35,8,Good,17,2021/07/23 00:00:00+00,0.132380059335,291.916824542883
3252,SYR3510,Valley Dr.,Medora,Ford Av,400,13,35,8,Good,17,2021/07/23 00:00:00+00,0.0972004267845,214.334646708236
3253,SYR3511,Valley Dr.,Ford Av,Atlantic,500,13,35,8,Good,17,2021/07/23 00:00:00+00,0.159022077145,350.647989791792
3254,SYR3512,Valley Dr.,Atlantic,Valleyview,600,13,30,7,Good,17,2021/07/23 00:00:00+00,0.0760050456191,167.593325186686
3255,SYR3513,Valley Dr.,Valleyview,St. Louis,700,13,30,7,Good,17,2021/07/23 00:00:00+00,0.0592114619125,130.561999283079
3256,SYR3514,Valley Dr.,St. Louis,Camp Av,800,13,30,7,Good,17,2021/07/23 00:00:00+00,0.0736837204447,162.465385943964
3257,SYR3515,Valley Dr.,Camp Av,Oakdale,900,13,30,7,Good,17,2021/07/23 00:00:00+00,0.0528603351876,116.553615057132
3258,SYR3516,Valley Dr.,Oakdale,Maxwell,1000,13,30,7,Good,17,2021/07/23 00:00:00+00,0.053763077502,118.541425229812
3259,SYR3517,Valley Dr.,Maxwell,Bradford St,1100,13,30,8,Good,17,2021/07/23 00:00:00+00,0.0559943023022,123.460287134531
3260,SYR3518,Valley Dr.,Bradford St,Englewood,1200,13,30,8,Good,17,2021/07/23 00:00:00+00,0.0550769067096,121.434541387036
3261,SYR3519,Valley Dr.,Englewood,Milburn,1300,13,30,8,Good,17,2021/07/23 00:00:00+00,0.0424667862883,93.6321758172036
3262,SYR3520,Valley Dr.,Milburn,Kimber Ave,1400,13,30,8,Good,17,2021/07/23 00:00:00+00,0.0768661121948,169.472990489792
3263,SYR3521,Valley Dr.,Kimber Ave,Seneca Tnpk,1500,13,30,8,Good,17,2021/07/23 00:00:00+00,0.104316254568,230.063038497963
3264,SYR3522,Valley Dr.,Seneca Tnpk,Academy St,1600,13,30,9,Excellent,17,2021/07/23 00:00:00+00,0.148469342579,327.47233961283
3265,SYR3523,Valley Dr.,Academy St,Merritt Rd,1700,13,30,9,Excellent,17,2021/07/23 00:00:00+00,0.0579743640633,127.868346544757
3266,SYR3524,Valley Dr.,Merritt Rd,Chaffee,1800,13,30,9,Excellent,17,2021/07/23 00:00:00+00,0.0926806296657,204.412583864576
3267,SYR3525,Valley Dr.,Chaffee,Cossitt,1900,13,30,9,Excellent,17,2021/07/23 00:00:00+00,0.100569623728,221.807032850485
3268,SYR3526,Valley Dr.,Cossitt,Brooklea,2000,13,30,9,Excellent,17,2021/07/23 00:00:00+00,0.168878910218,372.450712762841
3269,SYR3527,Valley Dr.,Brooklea,Crafton,2200,13,27,9,Excellent,17,2021/07/23 00:00:00+00,0.132483653758,292.172357354459
3270,SYR3528,Valley Dr.,Crafton,Dorwin,2300,13,27,9,Excellent,17,2021/07/19 00:00:00+00,0.47614531605,1049.67216464512
3271,SYR353,Briggs St,Butternut,Wadsworth,100,3,25,6,Fair,19,2021/06/25 00:00:00+00,0.170088603045,374.279137394066
3272,SYR3530,Valley View Dr,Valley Dr.,Barnes,100,13,27,8,Good,19,2021/07/19 00:00:00+00,0.179405345163,394.3536490682
3273,SYR3531,Van Buren St,Oakwood,McBride,200,18,29,5,Poor,19,2021/07/23 00:00:00+00,0.0924894698906,203.392840069507
3274,SYR3533,Van Buren St,Almond/Renwick,Henry,400,15,29,9,Excellent,16,2021/07/19 00:00:00+00,0.0381605869545,83.9188916793888
3275,SYR3534,Van Buren St,Henry,Stadium,500,15,29,8,Good,16,2021/07/19 00:00:00+00,0.0626958168379,137.873323329521
3276,SYR3535,Van Buren St,Stadium,Irving,600,15,29,9,Excellent,16,2021/07/19 00:00:00+00,0.0631407134147,138.852425339243
3277,SYR3536,Van Rensselaer St,Erie Blvd.,Wilkinson,100,2,27,5,Poor,19,2021/07/15 00:00:00+00,0.152366077327,336.332642996977
3278,SYR3537,Van Rensselaer St,Wilkinson,Park,200,2,27,6,Fair,19,2021/07/15 00:00:00+00,0.0677939987504,149.652257151476
3279,SYR3538,Van Rensselaer St,Park,Genesee,300,2,27,7,Good,19,2021/07/15 00:00:00+00,0.0991550588269,218.88507288527
3280,SYR3539,Van Rensselaer St,Genesee,Belden,400,2,27,7,Good,19,2021/07/15 00:00:00+00,0.0924519849814,204.09276195246
3281,SYR354,Briggs St,Wadsworth,Darlington,200,3,25,6,Fair,19,2021/06/25 00:00:00+00,0.146805681364,323.047488553912
3282,SYR3541,Van Rensselaer St,bridge,Spencer,500,2,27,8,Good,19,2021/07/15 00:00:00+00,0.138227959459,305.153820639683
3283,SYR3542,Van Rensselaer St,Spencer,Kirkpatrick,600,2,35,9,Excellent,19,2021/07/15 00:00:00+00,0.130109855228,287.177357603823
